full_name|doing_business_as|license_no|license_type_name|license_status_name|addr_line_1|addr_line_4|addr_city|addr_county|addr_state|addr_zipcode|
COLORADO GROW CORPORATION|CGC|403-01264|Optional Premises|Expired|1239 West Nevada Place|Denver CO  80223|Denver|Denver|CO|80223|
COLORADO GROW CORPORATION|COLORADO GROW CORPORATION|404-00471|Infused Product Manufacturer|Expired|1239 West Nevada Place|Denver CO  80223|Denver|Denver|CO|80223|
COLORADO GROW CORPORATION|COLORADO GROW CORPORATION|403-01691|Optional Premises|Expired|1239 West Nevada Place|Denver CO  80223|Denver|Denver|CO|80223|
COLORADO HEALTH CONSULTANTS LLC|STARBUDS|402-00851|Center - Type 1|Expired|4690 Brighton Boulevard|Denver CO  80216|Denver|Denver|CO|80216|
COLORADO HEALTH CONSULTANTS LLC|STARBUDS|403-01312|Optional Premises|Expired|4690 Brighton Boulevard|Denver CO  80201|Denver|Denver|CO|80201|
COLORADO HEALTH CONSULTANTS LLC|STARBUDS|403R-00026|Retail Marijuana Cultivation Facility|Expired|4690 Brighton Boulevard|Denver CO  80216|Denver|Denver|CO|80216|
COLORADO MEDICAL MARIJUANA SUPPLY INC|THE ORIGINAL LEAF|402-00803|Center - Type 1|Expired|555 East Durant Avenue, Suite 2E|Aspen CO  81611|Aspen|Pitkin|CO|81611|
COLORADO MEDICAL MARIJUANA SUPPLY INC|LEAF|403-01214|Optional Premises|Expired|1676 CR 100 Unit N-2|Carbondale CO  81623|Carbondale|Garfield|CO|81623|
COLORADO MEDICAL MARIJUANA SUPPLY INC|LEAF|404-00324|Infused Product Manufacturer|Expired|730 East Cooper Avenue|Aspen CO  81611|Aspen|Pitkin|CO|81611|
COLORADO MEDICAL MARIJUANA SUPPLY INC|LEAF ASPEN|403-01461|Optional Premises|Expired|3010 Airport Road|Rifle CO  81650|Rifle|Garfield|CO|81650|
COLORADO MEDICAL MARIJUANA SUPPLY INC|THE ORIGINAL LEAF|402R-00321|Retail Marijuana Store|Expired|555 East Durant Street, Unit 2E|Aspen CO  81611|Aspen|Pitkin|CO|81611|
COLORADO MEDICAL MARIJUANA SUPPLY INC|LEAF ASPEN|403R-00371|Retail Marijuana Cultivation Facility|Expired|3010 Airport Road|Rifle CO  81650|Rifle|Garfield|CO|81650|
COLORADO MEDICAL MARIJUANA SUPPLY INC|LEAF ASPEN|404R-00091|Retail Marijuana Products Mfg|Expired|730 East Cooper Avenue, Unit 103|Aspen CO  81611|Aspen|Pitkin|CO|81611|
COLORADO MEDICAL MARIJUANA SUPPLY INC|THE LEAF ASPEN|404R-00252|Retail Marijuana Products Mfg|Expired|0898 Highway 133, Suite 104|Carbondale CO  81623|Carbondale|Garfield|CO|81623|
COLORADO NATIONAL LEASING LLC||403R-00910|Retail Marijuana Cultivation Facility|Expired|74 North Fabrication Drive|Pueblo West CO  81007|Pueblo West|Pueblo|CO|81007|
COLORADO PRODUCT SERVICES LLC|DOCTOR?S GARDEN|402-00126|Center - Type 1|Expired|580 Main Street, Suite 300|Carbondale CO  81623|Carbondale|Garfield|CO|81623|
COLORADO PRODUCT SERVICES LLC|DOCTORS GARDEN|403-00177|Optional Premises|Expired|1121 Village Road, Unit D|Carbondale CO  81623|Carbondale|Garfield|CO|81623|
COLORADO WELLNESS CENTERS LLC|LUSH|402R-00088|Retail Marijuana Store|Expired|2490 West 2nd Avenue|Denver CO  80223|Denver|Denver|CO|80223|
COLORADO WELLNESS CENTERS LLC|LUSH|403R-00111|Retail Marijuana Cultivation Facility|Expired|2490 West 2nd Avenue|Denver CO  80223|Denver|Denver|CO|80223|
COMMERCE SOLUTIONS LLC|COMMERCE SOLUTIONS LLC|404R-00364|Retail Marijuana Products Mfg|Expired|5445 Dahlia Street, Unit B|Commerce City CO  80022|Commerce City|Adams|CO|80022|
COMMERCE SOLUTIONS LLC|COMMERCE SOLUTIONS LLC|404-00611|Infused Product Manufacturer|Expired|5445 Dahlia Street, Unit B|Commerce City CO  80022|Commerce City|Adams|CO|80022|
COMPASSIONATE CARE COOP.|COMPASSIONATE CARE COOP LLC|404-00394|Infused Product Manufacturer|Expired|38 N Silicon Drive|Pueblo West CO  81007|Pueblo West|Pueblo|CO|81007|
COMPASSIONATE CARE COOP.|COMPASSIONATE CARE COOP LLC|403-01493|Optional Premises|Expired|38 N. Silicon Drive|Pueblo West CO  81007|Pueblo West|Pueblo|CO|81007|
COMPASSIONATE CARE GIVERS INC|ROCKY MOUNTAIN HIGH|403-00064|Optional Premises|Expired|4228 York Street, Units 104, 106 & 107|Denver CO  80216|Denver|Denver|CO|80216|
COMPASSIONATE CARE GIVERS INC|ROCKY MOUNTAIN HIGH|403-00066|Optional Premises|Expired|4228 York Street, Units 104, 106 & 107|Denver CO  80216|Denver|Denver|CO|80216|
COMPASSIONATE CARE GIVERS INC|ROCKY MOUNTAIN HIGH|404-00017|Infused Product Manufacturer|Expired|4237 Josephine Street|Denver CO  80216|Denver|Denver|CO|80216|
COMPASSIONATE CARE GIVERS INC||403R-00085|Retail Marijuana Cultivation Facility|Expired|4228 York Street, Unit 104|Denver CO  80216|Denver|Denver|CO|80216|
COMPLIANCE INITIATIVES LLC|STRAWBERRY FIELDS ALT HEALTH/WELLNESS|404-00404|Infused Product Manufacturer|Expired|9000 S Interstate 25|Colorado City CO  81004|Colorado City|Pueblo|CO|81004|
COMPLIANCE INITIATIVES LLC|STRAWBERRY FIELDS ALTERNATIVE HEALTH AND WELLNESS|403-01507|Optional Premises|Expired|9000 South Interstate 25|Colorado City CO  81019|Colorado City|Pueblo|CO|81019|
COMPLIANCE INITIATIVES LLC|STRAWBERRY FIELDS ALTERNATIVE HEALTH AND WELLNESS|403-01508|Optional Premises|Expired|9000 South Interstate 25|Colorado City CO  81019|Colorado City|Pueblo|CO|81019|
COMPOUND EXTRACTS LLC|COMPOUND EXTRACTS|404R-00204|Retail Marijuana Products Mfg|Expired|10001 East 102nd Avenue, Unit C|Henderson CO  80640|Henderson|Adams|CO|80640|
CONNOISSEURS GENETICS & CONCENTRATES LLC||403-00451|Optional Premises|Expired|2255 South Kalamath Street|Denver CO  80223|Denver|Denver|CO|80223|
CONNOISSEURS GENETICS & CONCENTRATES LLC||403R-00817|Retail Marijuana Cultivation Facility|Expired|2255 South Kalamath Street|Denver CO  80223|Denver|Denver|CO|80223|
COOPER MASON VENTURES LLC|SILVERPEAK APOTHECARY|404-00307|Infused Product Manufacturer|Expired|11556 Highway 133|Carbondale CO  81623|Carbondale|Pitkin|CO|81623|
COSMIC CULTURE LLC|AUTONOMY CANNABIS COMPANY|403R-00732|Retail Marijuana Cultivation Facility|Expired|555 South 10th Street|Gunnison CO  81230|Gunnison|Gunnison|CO|81230|
COSMIC CULTURE LLC|AUTONOMY CANNABIS COMPANY|404R-00228|Retail Marijuana Products Mfg|Expired|555 South 10th Street|Gunnison CO  81230|Gunnison|Gunnison|CO|81230|
CPM LAKEWOOD LLC|AJOYA MEDICAL CANNABIS|403R-00674|Retail Marijuana Cultivation Facility|Expired|1975 South Bannock Street|Denver CO  80223|Denver|Denver|CO|80223|
CREATIVE MOUNTAIN CONSULTANTS INC|OXFORD GARDENS CANNABIS |403R-01060|Retail Marijuana Cultivation Facility|Expired|7305 State Highway 172|Ignacio CO  81137|Ignacio|La Plata|CO|81137|
CRESTED BUTTE CONCENTRATES LLC|CRESTED BUTTE CANNABIS|404R-00149|Retail Marijuana Products Mfg|Expired|398 Riverland Drive, Suite 1A|Crested Butte CO  81224|Crested Butte|Gunnison|CO|81224|
CSS INDUSTRIES INC||403R-00840|Retail Marijuana Cultivation Facility|Expired|12600 Smith Road|Aurora CO  80011|Aurora|Adams|CO|80011|
CT MANAGEMENT SERVICES LLC|GARO DEPOT|402-01059|Center - Type 1|Expired|37671 Highway 9|Fairplay CO  80440|Fairplay|Park|CO|80440|
CT MANAGEMENT SERVICES LLC|GARO DEPOT|403-01653|Optional Premises|Expired|37671 Highway 9|Fairplay CO  80440|Fairplay|Park|CO|80440|
CT MANAGEMENT SERVICES LLC|GARO DEPOT|402R-00448|Retail Marijuana Store|Expired|37671 Highway 9|Fairplay CO  80440|Fairplay|Park|CO|80440|
CUERNO VERDE LIMITED LLC|CUERNO VERDE|403R-00940|Retail Marijuana Cultivation Facility|Expired|250 Parsons Road Unit B|Walsenburg CO  81089|Walsenburg|Huerfano|CO|81089|
DANIEL BURNETT VIGUERIA|RECREATIONAL SERVICES COMPANY|403R-00372|Retail Marijuana Cultivation Facility|Expired|336 King Avenue|Somerset CO  81434|Somerset|Gunnison|CO|81434|
DARK HORSE GENETICS LLC||403R-00597|Retail Marijuana Cultivation Facility|Expired|63520 East State Highway 96|Boone CO  81025-9621|Boone|Pueblo|CO|810259621|
DAWN ANALYTICAL LLC|DAWN ANALYTICAL LABORATORIES|405R-00012|RMJ Testing Facility|Expired|4150 Darley Avenue, Suite 10|Boulder CO  80305|Boulder|Boulder|CO|80305|
DEBEQUE FARM LLC||403R-00659|Retail Marijuana Cultivation Facility|Expired|311 Stewart Avenue|De Beque CO  81630|De Beque|Mesa|CO|81630|
