full_name|doing_business_as|license_no|license_type_name|license_status_name|addr_line_1|addr_line_4|addr_city|addr_county|addr_state|addr_zipcode|
AJS THORNTON LLC|SWEET LEAF|402R-00627|Retail Marijuana Store|Withdrawn|9191 Huron Street|Thornton CO  80260|Thornton|Adams|CO|80260|
ALL GOOD CARE CENTER INC|ALL GOOD CARE CENTER INC|402-00391|Center - Type 1|Withdrawn|329 E Pikes Peak Ave|Colorado Springs CO  80903|Colorado Springs|El Paso|CO|80903|
ALL GOOD CARE CENTER INC|ALL GOOD CARE CENTER INC|403-00586|Optional Premises|Withdrawn|329 E Pikes Peak Ave|Colorado Springs CO  80903|Colorado Springs|El Paso|CO|80903|
ALL GOOD CARE CENTER INC|ALL GOOD CARE CENTER INC|403-00587|Optional Premises|Withdrawn|2803 N Prospect St|Colorado Springs CO  80910|Colorado Springs|El Paso|CO|80910|
ALL GOOD CARE CENTER INC|ALL GOOD CARE CENTER INC|403-00588|Optional Premises|Withdrawn|2511 Durango Dr|Colorado Springs CO  80910|Colorado Springs|El Paso|CO|80910|
ALL GOOD CARE CENTER INC|ALL GOOD CARE CENTER INC|403-00589|Optional Premises|Withdrawn|47835 Hwy 96 E|Avondale CO  81022|Avondale|Pueblo|CO|81022|
ALL GOOD CARE CENTER INC|ALL GOOD CARE CENTER INC|404-00160|Infused Product Manufacturer|Withdrawn|3536 N Acadmey Blvd.|Colorado Springs CO  80917|Colorado Springs|El Paso|CO|80917|
ALL SAINTS MEDICAL LLC|ALL SAINTS MEDICAL LLC|402-00795|Center - Type 1|Withdrawn|2101 E. Platte|Colorado Springs CO  80909|Colorado Springs|El Paso|CO|80909|
ALL SAINTS MEDICAL LLC|ALL SAINTS MEDICAL LLC|403-01203|Optional Premises|Withdrawn|309 Mount View Lane Unit B|Colorado Springs CO  80909|Colorado Springs|El Paso|CO|80909|
ALLGREENS LLC||402R-00575|Retail Marijuana Store|Withdrawn|762 Kalamath Street|Denver CO  80204|Denver|Denver|CO|80204|
ALOHA'S LLC|ALOHA?S LLC|402-00722|Center - Type 1|Withdrawn|21600 US Hwy 40|Steamboat Springs CO  80487|Steamboat Springs|Routt|CO|80487|
ALOHA'S LLC|ALOHA?S LLC|403-01092|Optional Premises|Withdrawn|21600 US Hwy 40|Steamboat Springs CO  80487|Steamboat Springs|Routt|CO|80487|
ALTERNATIVE HOLISTIC HEALING LLC|ABUNDANT HEALING|403-00083|Optional Premises|Withdrawn|5412 Hwy 119|Black Hawk CO  80422|Black Hawk|Gilpin|CO|80422|
ALTERNATIVE HOLISTIC HEALING LLC|ABUNDANT HEALING|403-00084|Optional Premises|Withdrawn|5412 Hwy 119|Black Hawk CO  80422|Black Hawk|Gilpin|CO|80422|
Alternative Medical Foods, LLC|Alternative Medical Foods, LLC|404-00150|Infused Product Manufacturer|Withdrawn|2752 Welton St|Denver CO  80205|Denver|Denver|CO|80205|
ALTERNATIVE MEDICAL SOLUTIONS LLC||403-01042|Optional Premises|Withdrawn|213 WOODY CREEK PLAZA|Woody Creek CO  81656|Woody Creek|Pitkin|CO|81656|
ALTERNATIVE MEDICAL SOLUTIONS LLC||403-01043|Optional Premises|Withdrawn|444 CONESTOGA WAY|Hesperus CO  81326|Hesperus|La Plata|CO|81326|
ALTERNATIVE MEDICAL SOLUTIONS LLC||403-01045|Optional Premises|Withdrawn|7800 Hwy 82 #105-106|Glenwood Springs CO  81601|Glenwood Springs|Garfield|CO|81601|
ALTERNATIVE MEDICAL SOLUTIONS LTD||402-00694|Center - Type 1|Withdrawn|106 S MILL ST STE 203|Aspen CO  81611|Aspen|Pitkin|CO|81611|
ALTERNATIVE MEDICAL SOLUTIONS LTD||403-01044|Optional Premises|Withdrawn|24505 Highway 82, Unit 5A|Basalt CO  81621|Basalt|Eagle|CO|81621|
ALTERNATIVE MEDICINE OF COLORADO SPRINGS LLC|ALTERNATIVE MEDICINE OF COLORADO SPRINGS LLC|402-00437|Center - Type 1|Withdrawn|4645 Spring Canyon Heights|Colorado Springs CO  80904|Colorado Springs|El Paso|CO|80904|
ALTERNATIVE MEDICINE OF COLORADO SPRINGS LLC|ALTERNATIVE MEDICINE OF COLORADO SPRINGS LLC|403-00657|Optional Premises|Withdrawn|231 Wyandot St|Denver CO  80223|Denver|Denver|CO|80223|
ALTERNATIVE MEDICINE ON THE MALL LLC|NATIVE ROOTS|402-01227|Center - Type 1|Withdrawn|10374 Colorado Boulevard|Thornton CO  80229|Thornton|Adams|CO|80229|
ALTERNATIVE MEDICINE ON THE MALL LLC|NATIVE ROOTS|402-01229|Center - Type 1|Withdrawn|690 East 104th Avenue|Denver CO  80229|Denver|Adams|CO|80229|
ALTERNATIVE MEDICINE ON THE MALL LLC|NATIVE ROOTS|402R-00624|Retail Marijuana Store|Withdrawn|10374 Colorado Boulevard|Thornton CO  80229|Thornton|Adams|CO|80229|
ALTERNATIVE MEDICINE ON THE MALL LLC|NATIVE ROOTS|402R-00626|Retail Marijuana Store|Withdrawn|690 East 104th Avenue|Thornton CO  80229|Thornton|Adams|CO|80229|
ALTITUDE WELLNESS CENTER LLC|ALTITUDE WELLNESS CENTER LLC|404-00077|Infused Product Manufacturer|Withdrawn|3435 S YOSEMITE|Denver CO  80231|Denver|Denver|CO|80231|
AM81611 LLC|UTE CITY MEDICINALS|402-00595|Center - Type 1|Withdrawn|118 WEST MAIN ST|Aspen CO  81611|Aspen|Pitkin|CO|81611|
AM81611 LLC|AM81611 LLC|403-00890|Optional Premises|Withdrawn|2200 CENTRAL AVE UNIT H|Denver CO  80203|Denver|Denver|CO|80203|
AMERICAN MEDICAL PAIN MANAGEMENT|AMERICAN MEDICAL PAIN MANAGEMENT|402-00196|Center - Type 1|Withdrawn|1401 SOUTH LINCOLN AVE|Loveland CO  80537|Loveland|Larimer|CO|80537|
AMERICAN MEDICAL PAIN MANAGEMENT|AMERICAN MEDICAL PAIN MANAGEMENT|403-00287|Optional Premises|Withdrawn|2232 BRECKENRIDGE DRIVE|Berthoud CO  80513|Berthoud|Larimer|CO|80513|
AMERICAN WELLNESS CENTER LLC|RESERVE1|404-00367|Infused Product Manufacturer|Withdrawn|3106 North Stone Street|Colorado Springs CO  80907|Colorado Springs|El Paso|CO|80907|
ANCIENT ALTERNATIVES LLC|GREEN TREE MEDICINALS|403R-00857|Retail Marijuana Cultivation Facility|Withdrawn|4725 Oakland Street|Denver CO  80239|Denver|Denver|CO|80239|
ANNIES TOBACCO EMPORIUM LLC|ANNIE?S DISPENSARY|403-00601|Optional Premises|Withdrawn|2994 Bald Mtn Rd|Golden CO  80401|Golden|Jefferson|CO|80401|
APANI SECRETS|APANI SECRETS|404-00235|Infused Product Manufacturer|Withdrawn|4252 Milwaukee Street|Denver CO  80216|Denver|Denver|CO|80216|
AREN & DAVES DREAM LLC|GOOD MEDS|403-01121|Optional Premises|Withdrawn|1402 Argentine Street|Georgetown CO  80444|Georgetown|Clear Creek|CO|80444|
AULTERNATIVE MEDICINE LLC|AULTERNATIVE MEDICINE LLC|404-00297|Infused Product Manufacturer|Withdrawn|1st Street|Pierce CO  80650|Pierce|Weld|CO|80650|
AURA MANAGEMENT INC|HEALTH ALTERNATIVE CHOICES|403-00793|Optional Premises|Withdrawn|3125 Sterling Circle 101|Boulder CO  80301|Boulder|Boulder|CO|80301|
AURA MANAGEMENT INC|HEALTH ALTERNATIVE CHOICE|404-00212|Infused Product Manufacturer|Withdrawn|3125 Sterling Circle 101|BOULDER CO  80301|BOULDER||CO|80301|
AURORA ALLIANCE LLC|METRO CANNABIS|402R-00295|Retail Marijuana Store|Withdrawn|1000 South Peoria Street|Aurora CO  80012|Aurora|Arapahoe|CO|80012|
AURORA ROCKY MOUNTAIN HIGH LLC|ROCKY MOUNTAIN HIGH|402R-00313|Retail Marijuana Store|Withdrawn|1452 Kenton Street|Aurora CO  80010|Aurora|Arapahoe|CO|80010|
AURORA ROCKY MOUNTAIN HIGH LLC|ROCKY MOUNTAIN HIGH|402R-00315|Retail Marijuana Store|Withdrawn|5350 South Parker Road|Aurora CO  80015|Aurora|Arapahoe|CO|80015|
AWE AT THE MOTHERLODE LLC|PHANTOM CANYON APOTHECARY|402-00552|Center - Type 1|Withdrawn|415 Victor Avenue|Victor CO  80860|Victor|Teller|CO|80860|
AWE AT THE MOTHERLODE LLC|PHANTOM CANYON APOTHECARY|403-00821|Optional Premises|Withdrawn|415 Victor Avenue|Victor CO  80860|Victor|Teller|CO|80860|
AWE MEDICINALS|ARLIN WAYGOOD ENTERPRISES LLC|402-00492|Center - Type 1|Withdrawn|8250 LOUISE DR|Denver CO  80221|Denver|Adams|CO|80221|
AWE MEDICINALS|ARLIN WAYGOOD ENTERPRISES LLC|403-00729|Optional Premises|Withdrawn|5820 LOWELL BLVD|Denver CO  80221|Denver|Adams|CO|80221|
BAD EAR LLC|BAD EAR LLC|404-00145|Infused Product Manufacturer|Withdrawn|9900 W Stanford Ave, Ste #105|Littleton CO  80123|Littleton|Jefferson|CO|80123|
BAKED AT A MILE HIGH|BAKED AT A MILE HIGH|404-00308|Infused Product Manufacturer|Withdrawn|3989 N. Ulster St.|Denver CO  80207|Denver|Denver|CO|80207|
BALLPARK HOLISTIC DISPENSARY LLC|BALLPARK HOLISTIC DISPENSARY LLC|402R-00023|Retail Marijuana Store|Withdrawn|2119 Larimer Street|Denver CO  80205|Denver|Denver|CO|80205|
BALLPARK HOLISTIC DISPENSARY LLC|BALLPARK HOLISTIC DISPENSARY LLC|403R-00028|Retail Marijuana Cultivation Facility|Withdrawn|4238 York Street, #102|Denver CO  80205|Denver|Denver|CO|80205|
BASALT ALTERNATIVE MEDICINE|AJAX Wellness|402-00470|Center - Type 1|Withdrawn|300A Airport Business Center|Aspen CO  81611|Aspen|Pitkin|CO|81611|
BASALT ALTERNATIVE MEDICINE|BASALT ALTERNATIVE MEDICINE|403-00704|Optional Premises|Withdrawn|24505 Highway 82|Basalt CO  81621|Basalt|Eagle|CO|81621|
BASKING RIDGE COMFORT CLINIC LLC|BASKING RIDGE COMFORT CLINIC|403-01003|Optional Premises|Withdrawn|22 SOUTH GALAPAGO ST UNIT B|Denver CO  80223|Denver|Denver|CO|80223|
BEACON WELLNESS GROUP|BEACON WELLNESS GROUP|404-00230|Infused Product Manufacturer|Withdrawn|1740 E MAIN STREET|Cortez CO  81321|Cortez|Montezuma|CO|81321|
BEST BUDS CARE LLC|ELITE CARE|402-00388|Center - Type 1|Withdrawn|1001 S Royer St, Ste 200|Colorado Springs CO  80903|Colorado Springs|El Paso|CO|80903|
BEST BUDS CARE LLC|ELITE CARE |403-00583|Optional Premises|Withdrawn|1001 S Royer St, Ste 200|Colorado Springs CO  80903|Colorado Springs|El Paso|CO|80903|
BEST BUDS CARE LLC|ELITE CARE (REINVEST IN COLORADO, PARTNER CO)|404-00159|Infused Product Manufacturer|Withdrawn|1001 S Royer St, Ste 200|Colorado Springs CO  80903|Colorado Springs|El Paso|CO|80903|
BGOOD VENTURES LLC|BGOOD APOTHECARY|403-01008|Optional Premises|Withdrawn|80 South Pennsylvania Street|Denver CO  80209|Denver|Denver|CO|80209|
BGOOD VENTURES LLC|BGOOD APOTHECARY|403-01010|Optional Premises|Withdrawn|3060 Larimer Street|Denver CO  80202|Denver|Denver|CO|80202|
BGOOD VENTURES LLC||402R-00057|Retail Marijuana Store|Withdrawn|80 South Pennsylvania Street|Denver CO  80209|Denver|Denver|CO|80209|
BGOOD VENTURES LLC||403R-00071|Retail Marijuana Cultivation Facility|Withdrawn|1031 West Center Avenue|Denver CO  80223|Denver|Denver|CO|80223|
BIKER TOWN LLC|BIKER TOWN LLC|402-00765|Center - Type 1|Withdrawn|685 State Highway 115|Penrose CO  81240|Penrose|Fremont|CO|81240|
BIOCARE INC||403-00366|Optional Premises|Withdrawn|2825 WILDERNESS  PL. #1000|Boulder CO  80301|Boulder|Boulder|CO|80301|
BIOCARE INC|NUGGS|403R-00827|Retail Marijuana Cultivation Facility|Withdrawn|3899 Quentin Street|Denver CO  80239|Denver|Denver|CO|80239|
BIOCARE INC|NUGGS|402R-00607|Retail Marijuana Store|Withdrawn|3899 Quentin Street|Denver CO  80239|Denver|Denver|CO|80239|
BLACK FOREST LLC|GATEWAY ALTERNATIVE WELLNESS|402-00128|Center - Type 1|Withdrawn|7210 VALTEC CT|Boulder CO  80301|Boulder|Boulder|CO|80301|
BLACK FOREST LLC|GATEWAY ALTERNATIVE WELLNESS|403-00180|Optional Premises|Withdrawn|7210 VALTEC CT|Boulder CO  80301|Boulder|Boulder|CO|80301|
BLUE DOT BOTANICALS LLC|BLUE DOT BOTANICALS LLC|402R-00309|Retail Marijuana Store|Withdrawn|2041 Dayton Street|Aurora CO  80010|Aurora|Arapahoe|CO|80010|
BLUE SKY BAKERY INC||404-00010|Infused Product Manufacturer|Withdrawn|1005 N FEDERAL BLVD|Denver CO  80204|Denver|Denver|CO|80204|
BLUE SKY CARE CONNECTION LLC|BLUE SKY CARE CONNECTION LLC|402-00415|Center - Type 1|Withdrawn|1449 W Littleton Blvd, #106 + #107|Littleton CO  80120|Littleton|Adams|CO|80120|
BLUE SKY CARE CONNECTION LLC|BLUE SKY CARE CONNECTION LLC|403-00629|Optional Premises|Withdrawn|4242 Elizabeth St, #2|Denver CO  80216|Denver|Denver|CO|80216|
BLUEBERRY LLC|BLUEBERRY LLC|403-01235|Optional Premises|Withdrawn|3983 COUNTY ROAD 122|Durango CO  81301|Durango|La Plata|CO|81301|
BND LLC|A CUT ABOVE (PND LLC  HOBBY FARMS LLC  MYLAR GROUP LLC - PARTNER COMPANIES)|403-00526|Optional Premises|Withdrawn|3750 Astrozon Blvd #140|Colorado Springs CO  80910|Colorado Springs|El Paso|CO|80910|
BOLDER VENTURES LTD|PEOPLES CHOICE WELLNESS CENTER|402-00220|Center - Type 1|Withdrawn|8401 West Baseline Road, Unit E|Boulder CO  80303|Boulder|Boulder|CO|80303|
BOLDER VENTURES LTD|PEOPLES CHOICE|403-00321|Optional Premises|Withdrawn|6859 North Foothills Hwy,  Bldg. D|Boulder CO  80302|Boulder|Boulder|CO|80302|
BOTANACARE LLC|BOTANACARE LLC|402-00787|Center - Type 1|Withdrawn|11450 Cherokee Street, Unit A7|Northglenn CO  80234|Northglenn|Adams|CO|80234|
BOTANACARE LLC|BOTANACARE LLC|403-01193|Optional Premises|Withdrawn|11450 Cherokee Street, Units A4, A5, A6, A7|Northglenn CO  80234|Northglenn|Adams|CO|80234|
BOTANICO INC|BOTANICO INC|403-00223|Optional Premises|Withdrawn|3122 LARIMER ST|Denver CO  80205|Denver|Denver|CO|80205|
BOTICA DEL SOL LLC|BOTICA DEL SOL|403-01095|Optional Premises|Withdrawn|754 S BROADWAY|Denver CO  80209|Denver|Denver|CO|80209|
BOULDER COUNTY CAREGIVERS LLC|BOULDER COUNTY CAREGIVERS LLC|402-00341|Center - Type 1|Withdrawn|2995 Baseline Rd, #110|Boulder CO  80303|Boulder|Boulder|CO|80303|
BOULDER COUNTY CAREGIVERS LLC|BOULDER COUNTY CAREGIVERS LLC|403-00510|Optional Premises|Withdrawn|1224 Commerce Court, #1, 2, 3|Lafayette CO  80026|Lafayette|Adams|CO|80026|
BOULDER COUNTY CAREGIVERS LLC|BOULDER COUNTY CAREGIVERS LLC|402-00342|Center - Type 1|Withdrawn|8830 W Colfax Ave|Boulder CO  80301|Boulder|Boulder|CO|80301|
BOULDER COUNTY CAREGIVERS LLC|BOULDER COUNTY CAREGIVERS LLC|403-00511|Optional Premises|Withdrawn|658 Kalamath Ave|Denver CO  80205|Denver|Denver|CO|80205|
BOULDER COUNTY CAREGIVERS LLC|BOULDER COUNTY CAREGIVERS LLC|403-00512|Optional Premises|Withdrawn|658  Kalamath Avenue|Denver CO  80205|Denver|Denver|CO|80205|
BOULDER COUNTY CAREGIVERS LLC|BOULDER COUNTY CAREGIVERS LLC|403-00513|Optional Premises|Withdrawn|5454 Conestoga Ct|Boulder CO  80305|Boulder|Boulder|CO|80305|
BOULDER KIND CARE LLC|BOULDER KIND CARE LLC|402-00092|Center - Type 1|Withdrawn|2031 16th Street|Boulder CO  80302|Boulder|Boulder|CO|80302|
BOULDER KIND CARE LLC|BOULDER KIND CARE LLC|404-00028|Infused Product Manufacturer|Withdrawn|2031 16th Street|Boulder CO  80302|Boulder|Boulder|CO|80302|
BOULDER KUSH, LLC|BOULDER KUSH, LLC|402-00609|Center - Type 1|Withdrawn|1750 30th Street Unit 12|Boulder CO  80301|Boulder|Boulder|CO|80301|
BOULDER KUSH, LLC|BOULDER KUSH, LLC|404-00237|Infused Product Manufacturer|Withdrawn|1750 30th Street Unit 12|Boulder CO  80301|Boulder|Boulder|CO|80301|
BOULDER KUSH, LLC|BOULDER KUSH, LLC|403-00906|Optional Premises|Withdrawn|3893 Steele Street Unit B|Denver CO  80205|Denver|Denver|CO|80205|
BOULDER MEDICAL MARIJUANA COOPERATIVE LLC|BMMC SERVICES|402-00052|Center - Type 1|Withdrawn|2206 PEARL ST|Boulder CO  80302|Boulder|Boulder|CO|80302|
BOULDER MEDICAL MARIJUANA COOPERATIVE LLC|BOULDER MMC |403-00068|Optional Premises|Withdrawn|1150 W 5TH AVE|Denver CO  80204|Denver|Denver|CO|80204|
BOULDER MEDS LLC|BOULDER MEDS LLC|403-00385|Optional Premises|Withdrawn|1845 Range St #G|Boulder CO  80301|Boulder|Boulder|CO|80301|
BOULDER PHARMA LLC|MOUNTAINSIDE WELLNESS CENTER|402-00754|Center - Type 1|Withdrawn|695 S BROADWAY|Boulder CO  80305|Boulder|Boulder|CO|80305|
BOULDER PHARMA LLC|MOUNTAINSIDE WELLNESS CENTER|403-01152|Optional Premises|Withdrawn|8 CHESEVRO WAY|Eldorado Springs CO  80025|Eldorado Springs|Boulder|CO|80025|
BOULDER RX LLC|NATIVE ROOTS BOULDER|403R-00671|Retail Marijuana Cultivation Facility|Withdrawn|2100 53rd Lane|Boone CO  81025|Boone|Pueblo|CO|81025|
BOULDER VITAL HERBS LLC|BOULDER VITAL HERBS LLC|403-00214|Optional Premises|Withdrawn|8401 BASELINE RD|Boulder CO  80303|Boulder|Boulder|CO|80303|
BOULDER VITAL HERBS LLC|BOULDER VITAL HERBS LLC|403-00215|Optional Premises|Withdrawn|5735 ARAPAHOE AVENUE|Boulder CO  80303|Boulder|Boulder|CO|80303|
BOULDER WELLNESS CENTER LLC|BOULDER WELLNESS CENTER LLC|404-00253|Infused Product Manufacturer|Withdrawn|5420 ARAPAHOE AVE UNIT F|Boulder CO  80303|Boulder|Boulder|CO|80303|
BOULDER WELLNESS CENTER LLC|BOULDER WELLNESS CENTER LLC|402R-00204|Retail Marijuana Store|Withdrawn|5420 Arapahoe Avenue, Units E&F|Boulder CO  80303|Boulder|Boulder|CO|80303|
BOULDER WELLNESS CENTER LLC|BOULDER WELLNESS CENTER LLC|403R-00264|Retail Marijuana Cultivation Facility|Withdrawn|2200 Central Avenue, Suite A-1|Boulder CO  80301|Boulder|Boulder|CO|80301|
