full_name|doing_business_as|license_no|license_type_name|license_status_name|addr_line_1|addr_line_4|addr_city|addr_county|addr_state|addr_zipcode|
ABSOLUTE MANITOU WELLNESS CENTER LLC||403-01408|Optional Premises|Voluntary Surrender|4400 Garfield Street|Denver CO  80216|Denver|Denver|CO|80216|
ACADEMY OF THE HEALING ARTS LLC|HIGH VALLEY HEALING CENTER|402-00102|Center - Type 1|Voluntary Surrender|116 South Alder Street, Suite B|Crestone CO  81131|Crestone|Saguache|CO|81131|
ACADEMY OF THE HEALING ARTS LLC|GOLDEN HARVEST GROWERS|403-00147|Optional Premises|Voluntary Surrender|17505 County Road 52|Saguache CO  81149|Saguache|Saguache|CO|81149|
ACES PLACE LLC||402R-00425|Retail Marijuana Store|Voluntary Surrender|1101 Academy Court, #4 |Fort Collins CO  80524|Fort Collins|Larimer|CO|80524|
ACME DISPENSARY INC||402-00519|Center - Type 1|Voluntary Surrender|309 Belleview Avenue Unit 1A|Crested Butte CO  81224|Crested Butte|Gunnison|CO|81224|
ACME DISPENSARY INC||403-00762|Optional Premises|Voluntary Surrender|22327 Highway 550 Lot B|Ridgway CO  81432|Ridgway|Ouray|CO|81432|
ACME DISPENSARY INC||402R-00156|Retail Marijuana Store|Voluntary Surrender|309 Belleview Avenue Unit 1A|Crested Butte CO  81224|Crested Butte|Gunnison|CO|81224|
ACME DISPENSARY INC||403R-00205|Retail Marijuana Cultivation Facility|Voluntary Surrender|22327 US Hwy 550 LOT B|Ridgway CO  81432|Ridgway|Ouray|CO|81432|
ACME HEALING CENTER OF GUNNISON LLC||402R-00503|Retail Marijuana Store|Voluntary Surrender|620 South 9th Street|Gunnison CO  81230|Gunnison|Gunnison|CO|81230|
ACME HEALING CENTER OF RIDGWAY II LLC||402R-00314|Retail Marijuana Store|Voluntary Surrender|157 N Highway 550|Ridgway CO  81432|Ridgway|Ouray|CO|81432|
ADG HERBAL MEDICINE INC|FROSTED LEAF|403-00693|Optional Premises|Voluntary Surrender|2365 South Lipan Street|Denver CO  80223|Denver|Denver|CO|80223|
ADVANCED MEDICAL ALTERNATIVES LLC||403-00978|Optional Premises|Voluntary Surrender|2252 South Kalamath Street, Unit B|Denver CO  80223|Denver|Denver|CO|80223|
ADVANCED MEDICAL ALTERNATIVES LLC||403-01535|Optional Premises|Voluntary Surrender|400 South Lipan Street, Unit 23|Denver CO  80223|Denver|Denver|CO|80223|
ADVANCED MEDICAL ALTERNATIVES LLC|ADVANCED MEDICAL ALTERNATIVES|404-00480|Infused Product Manufacturer|Voluntary Surrender|1269 Elati Street|Denver CO  80204|Denver|Denver|CO|80204|
ADVANCED MEDICAL ALTERNATIVES LLC||403-01750|Optional Premises|Voluntary Surrender|3550 36th Lane|Avondale CO  81022|Avondale|Pueblo|CO|81022|
ADVANCED MEDICAL ALTERNATIVES LLC|ADVANCED MEDICAL ALTERNATIVES & ELEVATED EDIBLES|404R-00284|Retail Marijuana Products Mfg|Voluntary Surrender|1269 Elati Street|Denver CO  80204|Denver|Denver|CO|80204|
AJO HOLDINGS LLC|HIGH SOCIETY MEDICAL CANNABIS|402-00927|Center - Type 1|Voluntary Surrender|920 West 104th Avenue|Northglenn CO  80234|Northglenn|Adams|CO|80234|
AJO HOLDINGS LLC|HIGH SOCIETY MEDICAL CANNABIS|403-01462|Optional Premises|Voluntary Surrender|4335 Race Street|Denver CO  80216|Denver|Denver|CO|80216|
AJO HOLDINGS LLC|NATURAL SELECTIONS|403R-00416|Retail Marijuana Cultivation Facility|Voluntary Surrender|5757 Arapahoe Avenue, Unit C2|Boulder CO  80303|Boulder|Boulder|CO|80303|
AJO HOLDINGS LLC|NATURAL SELECTIONS|402-01106|Center - Type 1|Voluntary Surrender|9364 Federal Boulevard|Federal Heights CO  80260|Federal Heights|Adams|CO|80260|
ALCC LLC|THE DAB BY NEXT HARVEST|402-00117|Center - Type 1|Voluntary Surrender|2748 West Alameda Avenue|Denver CO  80219|Denver|Denver|CO|80219|
ALCC LLC|NEXT HARVEST WELLNESS|403-00166|Optional Premises|Voluntary Surrender|6859 North Foothills Highway, Building C, Suite C-400|Boulder CO  80302|Boulder|Boulder|CO|80302|
ALCC LLC|THE DAB BY NEXT HARVEST|403-00555|Optional Premises|Voluntary Surrender|750 Canosa Court|Denver CO  80204|Denver|Denver|CO|80204|
ALMA CANNABIS THERAPEUTICS LLC||402-00506|Center - Type 1|Voluntary Surrender|447 North Main Street|Alma CO  80420|Alma|Park|CO|80420|
ALMA CANNABIS THERAPEUTICS LLC||403-00746|Optional Premises|Voluntary Surrender|447 North Main Street|Alma CO  80420|Alma|Park|CO|80420|
ALPENGLOW BOTANICALS LLC||402-00139|Center - Type 1|Voluntary Surrender|1805 Airport Road, Unit B1C,|Breckenridge CO  80424|Breckenridge|Summit|CO|80424|
ALPENGLOW BOTANICALS LLC||403-00203|Optional Premises|Voluntary Surrender|1805 Airport Road, Unit B1C,|Breckenridge CO  80424|Breckenridge|Summit|CO|80424|
ALPENGLOW BOTANICALS LLC|ALPENGLOW BOTANICALS|404-00395|Infused Product Manufacturer|Voluntary Surrender|1805 Airport Road, #B1C|Breckenridge CO  80424|Breckenridge|Summit|CO|80424|
ALPINE HERBAL WELLNESS LLC|FROSTED LEAF|403-00692|Optional Premises|Voluntary Surrender|50 Lipan Street|Denver CO  80223|Denver|Denver|CO|80223|
ALPINE HERBAL WELLNESS LLC||402-00936|Center - Type 1|Voluntary Surrender|445 Federal Boulevard|Denver CO  80204|Denver|Denver|CO|80204|
ALPINE SERVICES LLC|ASCENT EXTRACTS|404R-00318|Retail Marijuana Products Mfg|Voluntary Surrender|77 North Laser Drive, Suite I|Pueblo West CO  81007|Pueblo West|Pueblo|CO|81007|
ALPINE SERVICES LLC|ASCENT EXTRACTS|404-00586|Infused Product Manufacturer|Voluntary Surrender|77 North Laser Drive, Suite I|Pueblo West CO  81007|Pueblo West|Pueblo|CO|81007|
ALPINE WELLNESS LLC||402-00112|Center - Type 1|Voluntary Surrender|300 West Colorado Avenue, Unit 2C Suites B-H|Telluride CO  81435|Telluride|San Miguel|CO|81435|
ALPINE WELLNESS LLC||403-00159|Optional Premises|Voluntary Surrender|765 Vance Drive |Telluride CO  81435|Telluride|San Miguel|CO|81435|
ALPINE WELLNESS LLC|ALPINE WELLNESS|404R-00020|Retail Marijuana Products Mfg|Voluntary Surrender|757 Vance Drive|Telluride CO  81435|Telluride|San Miguel|CO|81435|
ALPINE WELLNESS LLC|ALPINE WELLNESS|403R-00116|Retail Marijuana Cultivation Facility|Voluntary Surrender|765 Vance Drive|Telluride CO  81435|Telluride|San Miguel|CO|81435|
ALPINE WELLNESS LLC|ALPINE WELLNESS ALPINE INFUSIONS|404-00486|Infused Product Manufacturer|Voluntary Surrender|757 Vance Drive|Telluride CO  81435|Telluride|San Miguel|CO|81435|
ALTERMEDS LLC|ALTERMEDS|402-00038|Center - Type 1|Voluntary Surrender|1156 West Dillon Road, Suite 3|Louisville CO  80027|Louisville|Boulder|CO|80027|
ALTERMEDS LLC|ALTERMEDS LLC|403-00052|Optional Premises|Voluntary Surrender|2510 N. 47th Street, Unit E|Boulder CO  80301|Boulder|Boulder|CO|80301|
ALTERNATIVE HOLISTIC HEALING LLC|ALTERNATIVE HOLISTIC HEALING|402-00061|Center - Type 1|Voluntary Surrender|5312 Hwy 119 Unit B|Black Hawk CO  80422|Black Hawk|Gilpin|CO|80422|
ALTERNATIVE HOLISTIC HEALING LLC|ABUNDANT HEALING|403-00082|Optional Premises|Voluntary Surrender|5312 Hwy 119 Unit B|Black Hawk CO  80422|Black Hawk|Gilpin|CO|80422|
ALTERNATIVE HOLISTIC HEALING LLC|ROCKY MTN ORGANICS|403R-00421|Retail Marijuana Cultivation Facility|Voluntary Surrender|7445 Rex Road|Pueblo CO  81007|Pueblo|Pueblo|CO|81007|
ALTERNATIVE MEDICAL SOLUTIONS LTD||402-00944|Center - Type 1|Voluntary Surrender|106 S Mill St Suite 201 and 202|Aspen CO  81611|Aspen|Pitkin|CO|81611|
ALTERNATIVE MEDICAL SOLUTIONS LTD||403-01490|Optional Premises|Voluntary Surrender|1605 South Tejon Street, Unit 106|Colorado Springs CO  80905|Colorado Springs|El Paso|CO|80905|
ALTERNATIVE MEDICAL SUPPLIES LLC||403-00678|Optional Premises|Voluntary Surrender|9 Karlann Drive|Black Hawk CO  80422|Black Hawk|Gilpin|CO|80422|
ALTERNATIVE MEDICAL SUPPLIES LLC||402-00812|Center - Type 1|Voluntary Surrender|9 Karlann Drive|Black Hawk CO  80422|Black Hawk|Gilpin|CO|80422|
ALTERNATIVE MEDICAL SUPPLIES LLC||402R-00143|Retail Marijuana Store|Voluntary Surrender|9 Karlann Drive|Black Hawk CO  80422|Black Hawk|Gilpin|CO|80422|
ALTERNATIVE MEDICAL SUPPLIES LLC||403R-00189|Retail Marijuana Cultivation Facility|Voluntary Surrender|9 Karlann Drive|Black Hawk CO  80422|Black Hawk|Gilpin|CO|80422|
ALTERNATIVE MEDICINE ON THE MALL LLC|NATIVE ROOTS APOTHECARY|403-00626|Optional Premises|Voluntary Surrender|4990 Dahlia Street |Denver CO  80216|Denver|Denver|CO|80216|
ALTERNATIVE MEDICINE ON THE MALL LLC|NATIVE ROOTS APOTHECARY|403R-00032|Retail Marijuana Cultivation Facility|Voluntary Surrender|4990 Dahlia Street|Denver CO  80216|Denver|Denver|CO|80216|
ALTERNATIVE MEDICINE ON THE MALL LLC|NATIVE ROOTS APOTHECARY|403R-00559|Retail Marijuana Cultivation Facility|Voluntary Surrender|4990 Dahlia Street |Denver CO  80216|Denver|Denver|CO|80216|
ALTERNATIVE MEDICINE ON THE MALL LLC|NATIVE ROOTS|402-01228|Center - Type 1|Voluntary Surrender|12720 Colorado Boulevard|Thornton CO  80241|Thornton|Adams|CO|80241|
ALTERNATIVE MEDICINE ON THE MALL LLC|NATIVE ROOTS|402R-00625|Retail Marijuana Store|Voluntary Surrender|12720 Colorado Boulevard|Thornton CO  80241|Thornton|Adams|CO|80241|
ALTITUDE WELLNESS CENTER LLC|NATURE'S HERBS DTC|403R-00815|Retail Marijuana Cultivation Facility|Voluntary Surrender|1131, 1133, 1135 South Bannock Street|Denver CO  80223|Denver|Denver|CO|80223|
AMERICAN INDUSTRY LLC|DENVER CLONE STORE|403R-00451|Retail Marijuana Cultivation Facility|Voluntary Surrender|4571 North Ivy Street|Denver CO  80216|Denver|Denver|CO|80216|
AMERIGREEN OF COLORADO SPRINGS ILCT LLC|THE AMERIGREEN COMPANY|404-00138|Infused Product Manufacturer|Voluntary Surrender|957 East Fillmore Street|Colorado Springs CO  80907|Colorado Springs|El Paso|CO|80907|
AMERIGREEN OF COLORADO SPRINGS ILCT LLC|THE AMERIGREEN COMPANY|402-00348|Center - Type 1|Voluntary Surrender|907 East Fillmore Street|Colorado Springs CO  80907|Colorado Springs|El Paso|CO|80907|
AMERIGREEN OF COLORADO SPRINGS ILCT LLC|THE AMERIGREEN COMPANY|403-00523|Optional Premises|Voluntary Surrender|905 East Fillmore Street|Colorado Springs CO  80907|Colorado Springs|El Paso|CO|80907|
ANCIENT ALTERNATIVES LLC|GREEN TREE MEDICINALS|403-00429|Optional Premises|Voluntary Surrender|6859 North Foothills Hwy|Boulder CO  80302|Boulder|Boulder|CO|80302|
ANCIENT ALTERNATIVES LLC|GREEN TREE MEDICINALS|402-00472|Center - Type 1|Voluntary Surrender|12625 North 107th Street|Longmont CO  80501|Longmont|Boulder|CO|80501|
ANCIENT ALTERNATIVES LLC|GREEN TREE MEDICINALS|403-00707|Optional Premises|Voluntary Surrender|5565 Arapahoe Road|Boulder CO  80303|Boulder|Boulder|CO|80303|
ANNIES TOBACCO EMPORIUM LLC|ANNIE'S DISPENSARY|402-00394|Center - Type 1|Voluntary Surrender|135 Nevada Street|Central City CO  80427|Central City|Gilpin|CO|80427|
ANNIES TOBACCO EMPORIUM LLC|ANNIE'S DISPENSARY|403R-00002|Retail Marijuana Cultivation Facility|Voluntary Surrender|11100 East 51st Avenue|Denver CO  80239|Denver|Denver|CO|80239|
APOTHECARY OF COLORADO LLC||402-00316|Center - Type 1|Voluntary Surrender|10625 East 51st Avenue, Suite 100|Denver CO  80239|Denver|Denver|CO|80239|
APOTHECARY OF COLORADO LLC||403-00473|Optional Premises|Voluntary Surrender|10625 East 51st Avenue, Unit 103|Denver CO  80239|Denver|Denver|CO|80239|
AREN & DAVES DREAM LLC|SERGEANT GREEN LEAF|403R-00172|Retail Marijuana Cultivation Facility|Voluntary Surrender|803 South Jason Street|Denver CO  80231|Denver|Denver|CO|80231|
ASPEN ORGANICS LLC||403R-00396|Retail Marijuana Cultivation Facility|Voluntary Surrender|24505 Highway 82, Unit 3A|Basalt CO  81621|Basalt|Pitkin|CO|81621|
AURORA PACKAGING AND DISTRIBUTION INC||404R-00188|Retail Marijuana Products Mfg|Voluntary Surrender|17600 East Expostion Avenue, Suite B|Aurora CO  80017|Aurora|Arapahoe|CO|80017|
AXENICO LLC||405R-00014|RMJ Testing Facility|Voluntary Surrender|6767 East 39th Avenue, Suite 103 & 104|Denver CO  80207|Denver|Denver|CO|80207|
BEDDOR CLAUDE LLC|CHRONIC THERAPY|402-00850|Center - Type 1|Voluntary Surrender|10030 West 27th Avenue|Wheat Ridge CO  80215|Wheat Ridge|Jefferson|CO|80215|
BEDDOR CLAUDE LLC|CRONIC THERAPY|403-01310|Optional Premises|Voluntary Surrender|10030 West 27th Avenue|Wheat Ridge CO  80215|Wheat Ridge|Jefferson|CO|80215|
BEDDOR CLAUDE LLC|CHRONIC THERAPY|402R-00517|Retail Marijuana Store|Voluntary Surrender|5401 Dahlia Street|Commerce City CO  80022|Commerce City|Adams|CO|80022|
BERKELEY MMC LLC|TRU CANNABIS BERKELEY|402-00149|Center - Type 1|Voluntary Surrender|4103 Sheridan Boulevard|Mountain View CO  80212|Mountain View|Jefferson|CO|80212|
BERKELEY MMC LLC|TRU CANNABIS BERKELEY|403-00216|Optional Premises|Voluntary Surrender|4103 Sheridan Boulevard|Mountain View CO  80212|Mountain View|Jefferson|CO|80212|
BERLIN INTERNATIONAL LLC|CANNIKA|402-00932|Center - Type 1|Voluntary Surrender|210 Edwards Village Boulevard, Suite D109|Edwards CO  81632|Edwards|Eagle|CO|81632|
BERLIN INTERNATIONAL LLC||402R-00227|Retail Marijuana Store|Voluntary Surrender|210 Edwards Village Boulevard|Edwards CO  81632|Edwards|Eagle|CO|81632|
BEST BUDZ LLC|BEST BUDZ |403-00610|Optional Premises|Voluntary Surrender|2545-2547 East Platte Place|Colorado Springs CO  80909|Colorado Springs|El Paso|CO|80909|
BEST BUDZ LLC|BEST BUDZ|404-00527|Infused Product Manufacturer|Voluntary Surrender|3850 1/2 North Nevada Avenue|Colorado Springs CO  80907|Colorado Springs|El Paso|CO|80907|
BEST BUDZ LLC|BEST BUDZ|403-01787|Optional Premises|Voluntary Surrender|3850 1/2 North Nevada Avenue|Colorado Springs CO  80907|Colorado Springs|El Paso|CO|80907|
BEYOND BROADWAY LLC|LIVWELL|403-00922|Optional Premises|Voluntary Surrender|5141 Franklin Street|Denver CO  80216|Denver|Denver|CO|80216|
BEYOND BROADWAY LLC|LIVWELL|403-01248|Optional Premises|Voluntary Surrender|5141 Franklin Street|Denver CO  80216|Denver|Denver|CO|80216|
BEYOND BROADWAY LLC|LIVWELL|403-01372|Optional Premises|Voluntary Surrender|5141 Franklin Street|Denver CO  80216|Denver|Denver|CO|80216|
BEYOND BROADWAY LLC|LIVWELL|403-01373|Optional Premises|Voluntary Surrender|5141 Franklin Street|Denver CO  80216|Denver|Denver|CO|80216|
BEYOND BROADWAY LLC|LIVWELL|403-01374|Optional Premises|Voluntary Surrender|5141 Franklin Street|Denver CO  80216|Denver|Denver|CO|80216|
BEYOND BROADWAY LLC|LIVWELL|403-01375|Optional Premises|Voluntary Surrender|5141 Franklin Street|Denver CO  80216|Denver|Denver|CO|80216|
BEYOND BROADWAY LLC|LIVWELL|403R-00217|Retail Marijuana Cultivation Facility|Voluntary Surrender|5141 Franklin Street|Denver CO  80216|Denver|Denver|CO|80216|
BEYOND BROADWAY LLC|BEYOND BROADWAY, LLC|403R-00218|Retail Marijuana Cultivation Facility|Voluntary Surrender|5141 Franklin Street|Denver CO  80216|Denver|Denver|CO|80216|
BGOOD VENTURES LLC|ELEVATIONS|403-01518|Optional Premises|Voluntary Surrender|1031 West Center Avenue|Denver CO  80223|Denver|Denver|CO|80223|
BIOENERGETIC HEALING CENTER LLC||402-00132|Center - Type 1|Voluntary Surrender|842 North Summit Boulevard, Suite 13|Frisco CO  80443|Frisco|Summit|CO|80443|
BIOENERGETIC HEALING CENTER LLC|BIOENERGETIC HEALING CENTER|404-00042|Infused Product Manufacturer|Voluntary Surrender|842 N. Summit Blvd., #13|Frisco CO  80443|Frisco|Summit|CO|80443|
BIOENERGETIC HEALING CENTER LLC||403-01346|Optional Premises|Voluntary Surrender|7851 County Road 150|Salida CO  81201|Salida|Chaffee|CO|81201|
BIOENERGETIC HEALING CENTER LLC||403-01347|Optional Premises|Voluntary Surrender|7851 County Road 150|Salida CO  81201|Salida|Chaffee|CO|81201|
BIOENERGETIC HEALING CENTER LLC||403-01348|Optional Premises|Voluntary Surrender|7851 County Road 150|Salida CO  81201|Salida|Chaffee|CO|81201|
BIOENERGETIC HEALING CENTER LLC|HERBAL BLISS|404R-00026|Retail Marijuana Products Mfg|Voluntary Surrender|842 North Summit Boulevard, Unit 13|Frisco CO  80443|Frisco|Summit|CO|80443|
BIOENERGETIC HEALING CENTER LLC||403R-00164|Retail Marijuana Cultivation Facility|Voluntary Surrender|7851 County Road 150|Salida CO  81201|Salida|Chaffee|CO|81201|
BIOENERGETIC HEALING CENTER LLC||403R-00165|Retail Marijuana Cultivation Facility|Voluntary Surrender|7851 County Road 150|Salida CO  81201|Salida|Chaffee|CO|81201|
BIOMEDS LLC|BIOMEDS |404-00418|Infused Product Manufacturer|Voluntary Surrender|2301 Rand Avenue|Colorado Springs CO  80905|Colorado Springs|El Paso|CO|80905|
BOOM TOWN LLC|CRESTED BUTTE ALTERNATIVE MEDICINE|402-00530|Center - Type 1|Voluntary Surrender|310 North Belleview Avenue, Suite 2|Crested Butte CO  81224|Crested Butte|Gunnison|CO|81224|
BOOM TOWN LLC|CRESTED BUTTE ALTERNTIVE MEDICINE|403-00781|Optional Premises|Voluntary Surrender|5595 Arapahoe Avenue, Suite F|Boulder CO  80301|Boulder|Boulder|CO|80301|
BOTANICO INC|BOTANICO |402-00153|Center - Type 1|Voluntary Surrender|3054 Larimer Street|Denver CO  80205|Denver|Denver|CO|80205|
BOTANICO INC||403-00222|Optional Premises|Voluntary Surrender|4668 Glencoe Street|Denver CO  80216|Denver|Denver|CO|80216|
BOTANICO INC|BOTANICO|404-00354|Infused Product Manufacturer|Voluntary Surrender|4668 Glencoe Street|Denver CO  80216|Denver|Denver|CO|80216|
BOULDER ALTERNATIVE CARE LLC|THE GREEN ROOM|402-00762|Center - Type 1|Voluntary Surrender|2750 Glenwood Drive, #8|Boulder CO  80304|Boulder|Boulder|CO|80304|
BOULDER ALTERNATIVE CARE LLC|The Green Room|403-01162|Optional Premises|Voluntary Surrender|3554 Pearl Street|Boulder CO  80301|Boulder|Boulder|CO|80301|
BOULDER COUNTY CAREGIVERS LLC|COLORADO DISPENSARY SERVICES|403-00296|Optional Premises|Voluntary Surrender|5110 Race Street|Denver CO  80216|Denver|Denver|CO|80216|
BOULDER RX LLC|NATIVE ROOTS BY THE DANDELION|402-00575|Center - Type 1|Voluntary Surrender|1146 Pearl Street|Boulder CO  80302|Boulder|Boulder|CO|80302|
BOULDER RX LLC|BOULDER RX |403-00855|Optional Premises|Voluntary Surrender|1880 South Flatiron Court, Suite E|Boulder CO  80301|Boulder|Boulder|CO|80301|
BOULDER RX LLC|NATIVE ROOTS BOULDER|403R-00229|Retail Marijuana Cultivation Facility|Voluntary Surrender|1880 South Flatiron Court, Unit E|Boulder CO  80301|Boulder|Boulder|CO|80301|
BOULDER SWEET GRASS LLC|SWEET MARY JANE|403-01483|Optional Premises|Voluntary Surrender|1224 Commerce Court, Unit 3|Lafayette CO  80026|Lafayette|Boulder|CO|80026|
BOULDER VITAL HERBS LLC||402-00148|Center - Type 1|Voluntary Surrender|2850 Iris Avenue, Suite North|Boulder CO  80301|Boulder|Boulder|CO|80301|
BOULDER VITAL HERBS LLC|BOULDER VITAL HERBS|403-00213|Optional Premises|Voluntary Surrender|1900 55th Street, Building B, Unit 105B|Boulder CO  80304|Boulder|Boulder|CO|80304|
BOULDER WELLNESS CENTER LLC||403-00970|Optional Premises|Voluntary Surrender|2200 Central Avenue, Suite A-1|Boulder CO  80301|Boulder|Boulder|CO|80301|
BRAND NEW LLC||403R-00475|Retail Marijuana Cultivation Facility|Voluntary Surrender|5595 Arapahoe Avenue Suite F|Boulder CO  80303|Boulder|Boulder|CO|80303|
BRECKENRIDGE CANNABIS CLUB LLC||402-00809|Center - Type 1|Voluntary Surrender|226 South Main Street|Breckenridge CO  80424|Breckenridge|Summit|CO|80424|
BRECKENRIDGE CANNABIS CLUB LLC|BRECKENRIDGE CANNABIS CLUB|403-01220|Optional Premises|Voluntary Surrender|1795 A-3 Airport Road|Breckenridge CO  80424|Breckenridge|Summit|CO|80424|
BRECKENRIDGE CANNABIS CLUB LLC||403R-00141|Retail Marijuana Cultivation Facility|Voluntary Surrender|1795 Airport Road, Unit A3|Breckenridge CO  80424|Breckenridge|Summit|CO|80424|
BRECKENRIDGE ORGANIC THERAPY LLC|BRECKENRIDGE ORGANIC THERAPHY, LLC|402-00702|Center - Type 1|Voluntary Surrender|1900 Airport Road, Unit A-1|Breckenridge CO  80424|Breckenridge|Summit|CO|80424|
BRECKENRIDGE ORGANIC THERAPY LLC|BRECKENRIDGE ORGANIC THERAPHY, LLC|403-01059|Optional Premises|Voluntary Surrender|1800 Commerce Street|Boulder CO  80301|Boulder|Boulder|CO|80301|
BRECKENRIDGE ORGANIC THERAPY LLC||403R-00237|Retail Marijuana Cultivation Facility|Voluntary Surrender|1800 Commerce Street, Unit North A|Boulder CO  80301|Boulder|Boulder|CO|80301|
BROTHERS FOR LIFE LLC|STARBUDS|402R-00722|Retail Marijuana Store|Voluntary Surrender|1600 Hover Street Unit B2|Longmont CO  80501|Longmont|Boulder|CO|80501|
BUD MED HEALTH CENTERS LLC|LIVE GREEN CANNABIS|402-00582|Center - Type 1|Voluntary Surrender|2517 Sheridan Boulevard|Edgewater CO  80214|Edgewater|Jefferson|CO|80214|
BUD MED HEALTH CENTERS LLC|LIVE GREEN CANNABIS|403-00863|Optional Premises|Voluntary Surrender|5775 East 39th Avenue|Denver CO  80207|Denver|Denver|CO|80207|
BUD MED HEALTH CENTERS LLC|LIVE GREEN CANNABIS|403R-00064|Retail Marijuana Cultivation Facility|Voluntary Surrender|5775 East 39th Avenue|Denver CO  80207|Denver|Denver|CO|80207|
C A WILLIAMS ENTERPRISES LLC||403R-00759|Retail Marijuana Cultivation Facility|Voluntary Surrender|2298 East State Highway 96|Pueblo CO  81001|Pueblo|Pueblo|CO|81001|
C^3 COLORADO SPRINGS LLC|PURE INTENTIONS WELLNESS CENTER|402-00686|Center - Type 1|Voluntary Surrender|201 North Academy Boulevard|Colorado Springs CO  80909|Colorado Springs|El Paso|CO|80909|
C^3 COLORADO SPRINGS LLC|PURE INTENTIONS WELLNESS CENTER|403-01285|Optional Premises|Voluntary Surrender|685 Highway 115, Unit A|Penrose CO  81240|Penrose|Fremont|CO|81240|
C^3 COLORADO SPRINGS LLC|PURE INTENTIONS WELLNESS CENTER|403-01286|Optional Premises|Voluntary Surrender|685 Highway 115, Unit B|Penrose CO  81240|Penrose|Fremont|CO|81240|
C^3 COLORADO SPRINGS LLC|PURE INTENTIONS WELLNESS CENTER|402-01128|Center - Type 1|Voluntary Surrender|2565 North I-25 Frontage Road|Pueblo CO  81008|Pueblo|Pueblo|CO|81008|
C^3 COLORADO SPRINGS LLC|PURE INTENTIONS WELLNESS CENTER|403-01734|Optional Premises|Voluntary Surrender|2565 North I-25 Frontage Road|Pueblo CO  81008|Pueblo|Pueblo|CO|81008|
