full_name|doing_business_as|license_no|license_type_name|license_status_name|addr_line_1|addr_line_4|addr_city|addr_county|addr_state|addr_zipcode|
4095 SHELTER LLC|EVERBLOOM|402-00166|Center - Type 1|Approved|4095 Jackson Street|Denver CO  80216|Denver|Denver|CO|80216|
4095 SHELTER LLC|EVERBLOOM|403-00246|Optional Premises|Approved|695 Bryant Street |Denver CO  80204|Denver|Denver|CO|80204|
4095 SHELTER LLC|EVERBLOOM|402R-00010|Retail Marijuana Store|Approved|4095 North Jackson Street|Denver CO  80216|Denver|Denver|CO|80216|
4095 SHELTER LLC|EVERBLOOM|403R-00011|Retail Marijuana Cultivation Facility|Approved|695 North Bryant Street|Denver CO  80204|Denver|Denver|CO|80204|
434 GROUP LLC|VIOLAS EXTRACTS|404R-00237|Retail Marijuana Products Mfg|Approved|4645 Joliet Street|Denver CO  80239|Denver|Denver|CO|80239|
4625 E COLFAX LLC|THE CLINIC ON COLFAX|402-00135|Center - Type 2|Approved|4625 East Colfax Avenue|Denver CO  80220|Denver|Denver|CO|80220|
4625 E COLFAX LLC|THE CLINIC ON COLFAX|403-00193|Optional Premises|Approved|5098 North Paris Street Building #1|Denver CO  80239|Denver|Denver|CO|80239|
4625 E COLFAX LLC|THE CLINIC ON COLFAX|402R-00047|Retail Marijuana Store|Approved|4625 East Colfax Avenue|Denver CO  80220|Denver|Denver|CO|80220|
4900 JACKSON LLC|SUNDANCE GARDENS|403R-00109|Retail Marijuana Cultivation Facility|Approved|4900 Jackson Street|Denver CO  80216|Denver|Denver|CO|80216|
4900 JACKSON STREET LLC|CHAMPION CANNABIS|403R-00057|Retail Marijuana Cultivation Facility|Approved|4980 North Jackson Street|Denver CO  80216|Denver|Denver|CO|80216|
4940 CORPORATION LLC|THE GARDEN|403R-00167|Retail Marijuana Cultivation Facility|Approved|4940 East 39th Avenue|Denver CO  80207|Denver|Denver|CO|80207|
4DAUGHTERS ENTERPRISE LLC|GALLO FARMS AND EXTRACTS|403R-00727|Retail Marijuana Cultivation Facility|Approved|3946 44th Lane|Avondale CO  81022|Avondale|Pueblo|CO|81022|
505 CENTER LLC|PURE MEDICAL DISPENSARY |402-00503|Center - Type 1|Approved|505 West 40th Avenue|Denver CO  80216|Denver|Denver|CO|80216|
505 CENTER LLC|PURE MEDICAL DISPENSARY|403-00743|Optional Premises|Approved|5475 Peoria Street, Building 2, Unit 106-110|Denver CO  80239|Denver|Denver|CO|80239|
505 CENTER LLC|PURE MEDICAL DISPENSARY|402R-00438|Retail Marijuana Store|Approved|505 West 40th Avenue |Denver CO  80216|Denver|Denver|CO|80216|
505 CENTER LLC|PURE MEDICAL DISPENSARY|403R-00630|Retail Marijuana Cultivation Facility|Approved|5475 Peoria Street, 2-106 - 110|Denver CO  80239|Denver|Denver|CO|80239|
5110 SANCTUARY  LLC|EVERBLOOM|403-01487|Optional Premises|Approved|5110 North Race Street|Denver CO  80216|Denver|Denver|CO|80216|
5110 SANCTUARY LLC|EVERBLOOM|402-00204|Center - Type 1|Approved|5110 Race Street|Denver CO  80216|Denver|Denver|CO|80216|
5110 SANCTUARY LLC|EVERBLOOM|402R-00003|Retail Marijuana Store|Approved|5110 North Race Street|Denver CO  80216|Denver|Denver|CO|80216|
5B1S LLC|1859|402R-00374|Retail Marijuana Store|Approved|231 Gregory Street|Black Hawk CO  80422|Black Hawk|Gilpin|CO|80422|
65PD LLC||404-00629|Infused Product Manufacturer|Approved|65 Precision Drive|Pueblo West CO  81007|Pueblo West|Pueblo|CO|81007|
65PD LLC||404R-00410|Retail Marijuana Products Mfg|Approved|65 Precision Drive|Pueblo West CO  81007|Pueblo West|Pueblo|CO|81007|
710 INITIATIVE INC|HERBAN LEGENDZ|404R-00378|Retail Marijuana Products Mfg|Approved|101 Cardinal Way, Unit 3|Parachute CO  81635|Parachute|Garfield|CO|81635|
7890 LLC|CANNABLISS GARDENS|403R-00776|Retail Marijuana Cultivation Facility|Approved|115 Rio Vista Avenue|Antonito CO  81120|Antonito|Conejos|CO|81120|
A CUT OFF THE TOP MEDICAL MARIJUANA LLC||402-00085|Center - Type 1|Approved|2059 West 9th Avenue|Denver CO  80204|Denver|Denver|CO|80204|
A CUT OFF THE TOP MEDICAL MARIJUANA LLC||403-00128|Optional Premises|Approved|2059 West 9th Avenue|Denver CO  80204|Denver|Denver|CO|80204|
A CUT OFF THE TOP MEDICAL MARIJUANA LLC||402R-00055|Retail Marijuana Store|Approved|2059 West 9th Avenue|Denver CO  80204|Denver|Denver|CO|80204|
A CUT OFF THE TOP MEDICAL MARIJUANA LLC||403R-00069|Retail Marijuana Cultivation Facility|Approved|2059 West 9th Avenue|Denver CO  80204|Denver|Denver|CO|80204|
A HAPPY COUPLE LLC||406RNP-00008|RMJ Transporter- NP|Approved|4770 Baseline Road Suite 200|Boulder CO  80303|Boulder|Boulder|CO|80303|
A&A INVESTMENTS LLC|ECLIPSE CANNABIS COMPANY|402R-00734|Retail Marijuana Store|Approved|933 Alpine Avenue Suite 2|Boulder CO  80304|Boulder|Boulder|CO|80304|
A2ZINC LLC|AJ'S|403R-00503|Retail Marijuana Cultivation Facility|Approved|2177  57th Lane|Boone CO  81025|Boone|Pueblo|CO|81025|
AB CO PACKAGING LLC||404R-00402|Retail Marijuana Products Mfg|Approved|3373 South Interstate 25|Pueblo CO  81004|Pueblo|Pueblo|CO|81004|
AB CO PACKAGING LLC||404-00628|Infused Product Manufacturer|Approved|3373 South Interstate 25|Pueblo CO  81004|Pueblo|Pueblo|CO|81004|
ABSTRACT ALCHEMY LLC||404-00438|Infused Product Manufacturer|Approved|3925 North Oneida Street|Denver CO  80207|Denver|Denver|CO|80207|
ABSTRACT ALCHEMY LLC||404R-00255|Retail Marijuana Products Mfg|Approved|3925 North Oneida Street|Denver CO  80207|Denver|Denver|CO|80207|
ABUNDANT HEALTH DENVER LLC|HERBAN UNDERGROUND|402-00306|Center - Type 1|Approved|70 Broadway, Suite 50|Denver CO  80203|Denver|Denver|CO|80203|
ABUNDANT HEALTH DENVER LLC|HERBAN UNDERGROUND|403-00457|Optional Premises|Approved|70 North Broadway, Suite 50,|Denver CO  80203|Denver|Denver|CO|80203|
ABUNDANT HEALTH DENVER LLC|HERBAN UNDERGROUND|402R-00237|Retail Marijuana Store|Approved|70 Broadway, Suite 50|Denver CO  80203|Denver|Denver|CO|80203|
ABUNDANT HEALTH DENVER LLC|HERBAN UNDERGROUND|403R-00313|Retail Marijuana Cultivation Facility|Approved|70 Broadway, Suite 50|Denver CO  80203|Denver|Denver|CO|80203|
ACADEMY OF THE HEALING ARTS LLC|HIGH VALLEY HEALING ALAMOSA|402-00869|Center - Type 1|Approved|0711 West Highway 160 Suite B|Alamosa CO  81101|Alamosa|Alamosa|CO|81101|
ACADEMY OF THE HEALING ARTS LLC|HIGH VALLEY HEALING ALAMOSA|403-01353|Optional Premises|Approved|17505 County Road 52|Saguache CO  81149|Saguache|Saguache|CO|81149|
ACADEMY OF THE HEALING ARTS LLC|HIGH VALLEY RETAIL CANNABIS|402R-00232|Retail Marijuana Store|Approved|60250 County Road T|Moffat CO  81143|Moffat|Saguache|CO|81143|
ACADEMY OF THE HEALING ARTS LLC|HIGH VALLEY RETAIL CANNABIS|403R-00307|Retail Marijuana Cultivation Facility|Approved|17505 County Road 52|Saguache CO  81149|Saguache|Saguache|CO|81149|
ACADEMY OF THE HEALING ARTS LLC|HIGH VALLEY ANTONITO RETAIL CANNABIS|402R-00482|Retail Marijuana Store|Approved|307 Main Street|Antonito CO  81120|Antonito|Conejos|CO|81120|
ACES PLACE LLC||402-00929|Center - Type 1|Approved|1101 Academy Court, Unit 4|Fort Collins CO  80524|Fort Collins|Larimer|CO|80524|
ACES PLACE LLC||403-01463|Optional Premises|Approved|120 Hemlock Street Suite 110, 120, 130, 140 & 150|Fort Collins CO  80524|Fort Collins|Larimer|CO|80524|
ACES PLACE LLC||402R-00502|Retail Marijuana Store|Approved|1101 Academy Court, Unit 4|Fort Collins CO  80524|Fort Collins|Larimer|CO|80524|
ACES PLACE LLC||403R-00610|Retail Marijuana Cultivation Facility|Approved|120 Hemlock Street, Suites 110, 120, 130, 140 & 150|Fort Collins CO  80524|Fort Collins|Larimer|CO|80524|
ACME GROWERS LLC||403R-00859|Retail Marijuana Cultivation Facility|Approved|600 Greenhorn Mountain Circle|Walsenburg CO  81089|Walsenburg|Huerfano|CO|81089|
AD FARMS LLC||403R-01024|Retail Marijuana Cultivation Facility|Approved|6473 Galbreth Road|Pueblo CO  81005|Pueblo|Pueblo|CO|81005|
ADAMS GREEN CROSSING LLC|THE CHRONIC BOUTIQUE|402-01097|Center - Type 1|Approved|3640 West Colorado Avenue|Colorado Springs CO  80904|Colorado Springs|El Paso|CO|80904|
ADAMS GREEN CROSSING LLC|THE CHRONIC BOUTIQUE|402-01144|Center - Type 1|Approved|325 East Pikes Peak Avenue|Colorado Springs CO  80903|Colorado Springs|El Paso|CO|80903|
ADAMS GREEN CROSSING LLC|THE CHRONIC BOUTIQUE|403-01751|Optional Premises|Approved|2727 Palmer Park Boulevard, Suite A|Colorado Springs CO  80909|Colorado Springs|El Paso|CO|80909|
ADAMS GREEN CROSSING LLC|PI EXTRACT|404-00510|Infused Product Manufacturer|Approved|2727 Palmer Park Boulevard, Suite A|Colorado Springs CO  80909|Colorado Springs|El Paso|CO|80909|
ADAMS GREEN CROSSING LLC|THE CHRONIC BOUTIQUE|403-01752|Optional Premises|Approved|2727 Palmer Park Boulevard, Suite A|Colorado Springs CO  80909|Colorado Springs|El Paso|CO|80909|
ADAMS GREEN CROSSING LLC|THE CHRONIC BOUTIQUE|402-01145|Center - Type 1|Approved|2727 Palmer Park Boulevard, Suite A|Colorado Springs CO  80909|Colorado Springs|El Paso|CO|80909|
ADAMS GREEN CROSSING LLC|THE CHRONIC BOUTIQUE|403-01753|Optional Premises|Approved|2727 Palmer Park Boulevard, Suite A|Colorado Springs CO  80909|Colorado Springs|El Paso|CO|80909|
ADAMS GREEN CROSSING LLC|THE CHRONIC BOUTIQUE|403-01784|Optional Premises|Approved|2727 Palmer Park Boulevard, Suite A|Colorado Springs CO  80909|Colorado Springs|El Paso|CO|80909|
ADVANCE CURE FOR VERA BESTURA LLC|HERBAN FARMER|402-00789|Center - Type 1|Approved|2755 Ore Mill Road, Unit 13|Colorado Springs CO  80904|Colorado Springs|El Paso|CO|80904|
ADVANCE CURE FOR VERA BESTURA LLC|HERBAN FARMER|403-01195|Optional Premises|Approved|2755 Ore Mill Road, Units 13 & 14|Colorado Springs CO  80904|Colorado Springs|El Paso|CO|80904|
AGRICOR LABORATORIES LLC||405R-00009|RMJ Testing Facility|Approved|1001 South Galapago Street|Denver CO  80223|Denver|Denver|CO|80223|
AGRICOR LABORATORIES LLC||405-00004|MMJ Testing Facility|Approved|1001 South Galapago Street|Denver CO  80223|Denver|Denver|CO|80223|
AGRICULTURAL FARMS LLC|AGRICULTURAL FARMS|403R-01006|Retail Marijuana Cultivation Facility|Approved|47898 County Road U|Saguache CO  81149|Saguache|Saguache|CO|81149|
AHAB LLC|STRAWBERRY FIELDS|402R-00606|Retail Marijuana Store|Approved|116 Santa Fe Trail Drive|Trinidad CO  81082|Trinidad|Las Animas|CO|81082|
AJC INDUSTRIES LLC|TWEEDLEAF|402-00390|Center - Type 1|Approved|1602 West Colorado Avenue|Colorado Springs CO  80904|Colorado Springs|El Paso|CO|80904|
AJC INDUSTRIES LLC|TWEEDLEAF|403-00585|Optional Premises|Approved|2685 Durango Drive|Colorado Springs CO  80910|Colorado Springs|El Paso|CO|80910|
AJC INDUSTRIES LLC|TWEEDLEAF|404-00598|Infused Product Manufacturer|Approved|19469 County Road H|Ordway CO  81063|Ordway|Crowley|CO|81063|
AJC INDUSTRIES LLC|TWEEDLEAF|403-01886|Optional Premises|Approved|19469 County Road H|Ordway CO  81063|Ordway|Crowley|CO|81063|
AJC INDUSTRIES LLC|TWEEDLEAF|403R-01022|Retail Marijuana Cultivation Facility|Approved|19469 County Road H|Ordway CO  81063|Ordway|Crowley|CO|81063|
AJC INDUSTRIES LLC|TWEEDLEAF|404R-00377|Retail Marijuana Products Mfg|Approved|19469 County Road H|Ordway CO  81063|Ordway|Crowley|CO|81063|
AJO HOLDINGS LLC|NATURAL SELECTIONS|402R-00417|Retail Marijuana Store|Approved|920 West 104th Avenue|Northglenn CO  80234|Northglenn|Adams|CO|80234|
AJS THORNTON LLC|SWEET LEAF|402R-00628|Retail Marijuana Store|Approved|2551 East 120th Avenue|Thornton CO  80233|Thornton|Adams|CO|80233|
ALCC LLC|THE DAB BY NEXT HARVEST|402R-00137|Retail Marijuana Store|Approved|2748 West Alameda Avenue|Denver CO  80219|Denver|Denver|CO|80219|
ALCC LLC|THE DAB BY NEXT HARVEST|403R-00181|Retail Marijuana Cultivation Facility|Approved|750 North Canosa Court|Denver CO  80204|Denver|Denver|CO|80204|
ALEX PARK LLC|ALEX PARK FARMS|403R-00921|Retail Marijuana Cultivation Facility|Approved|5810 Highway 78 West|Pueblo CO  81005|Pueblo|Pueblo|CO|81005|
ALK HOLDINGS LLC|OHMGRO|403R-01085|Retail Marijuana Cultivation Facility|Approved|800 West Rio Grande Avenue|Gunnison CO  81230|Gunnison|Gunnison|CO|81230|
ALL PRO FARMS LLC||403R-00783|Retail Marijuana Cultivation Facility|Approved|1500 US Highway 85/87|Walsenburg CO  81089|Walsenburg|Huerfano|CO|81089|
ALLGREENS LLC||402-00001|Center - Type 1|Approved|762 Kalamath Street|Denver CO  80204|Denver|Denver|CO|80204|
ALLGREENS LLC||403-00002|Optional Premises|Approved|762 Kalamath Street|Denver CO  80204|Denver|Denver|CO|80204|
ALLGREENS LLC||403-00844|Optional Premises|Approved|5475 Peoria Street, Suite 1-104|Denver CO  80239|Denver|Denver|CO|80239|
ALLGREENS LLC||404-00493|Infused Product Manufacturer|Approved|1235 South Huron Street|Denver CO  80223|Denver|Denver|CO|80223|
ALLGREENS LLC||403-01828|Optional Premises|Approved|1235 South Huron Street|Denver CO  80223|Denver|Denver|CO|80223|
ALLGREENS LLC||404R-00234|Retail Marijuana Products Mfg|Approved|1235 South Huron Street|Denver CO  80223|Denver|Denver|CO|80223|
ALPENGLOW BOTANICALS LLC|ALPENGLOW PREMIUM CANNABIS|402R-00074|Retail Marijuana Store|Approved|1805 Airport Road, Units B1B & B1C|Breckenridge CO  80424|Breckenridge|Summit|CO|80424|
ALPENGLOW BOTANICALS LLC|ALPENGLOW BOTANICALS|403R-00093|Retail Marijuana Cultivation Facility|Approved|1805 Airport Road, Unit B1B, B1C, & B2|Breckenridge CO  80424|Breckenridge|Summit|CO|80424|
ALPENGLOW BOTANICALS LLC|ALPENGLOW PREMIUM CANNABIS|404R-00090|Retail Marijuana Products Mfg|Approved|1805 Airport Road, Unit B2|Breckenridge CO  80424|Breckenridge|Summit|CO|80424|
ALPENGLOW BOTANICALS LLC||402R-00365|Retail Marijuana Store|Approved|765 West Anemone Trail Unit C|Dillon CO  80435|Dillon|Summit|CO|80435|
ALPINE ESSENTIALS LLC|ALPINE ESSENTIALS|403R-00513|Retail Marijuana Cultivation Facility|Approved|850 A & B  Commerical Lane|Palmer Lake CO  80133|Palmer Lake|El Paso|CO|80133|
ALPINE HERBAL WELLNESS LLC|FROSTED LEAF|402-00699|Center - Type 1|Approved|399 South Harrison Street,|Denver CO  80204|Denver|Denver|CO|80204|
ALPINE HERBAL WELLNESS LLC|FROSTED LEAF|403-01055|Optional Premises|Approved|4900 North Colorado Boulevard,|Denver CO  80216|Denver|Denver|CO|80216|
ALPINE HERBAL WELLNESS LLC|FROSTED LEAF|402R-00187|Retail Marijuana Store|Approved|445 North Federal Boulevard|Denver CO  80204|Denver|Denver|CO|80204|
ALPINE HERBAL WELLNESS LLC|FROSTED LEAF|403R-00990|Retail Marijuana Cultivation Facility|Approved|4900 Colorado Boulevard|Denver CO  80216|Denver|Denver|CO|80216|
ALPINE RAVEN INC|MAIKOH HOLISTICS|402R-00188|Retail Marijuana Store|Approved|2750 Glenwood Drive, Suite 8|Boulder CO  80304|Boulder|Boulder|CO|80304|
ALPINE WELLNESS LLC|ALPINE WELLNESS|402R-00091|Retail Marijuana Store|Approved|300 West Colorado Avenue, Unit 2C, Suites B-H|Telluride CO  81435|Telluride|San Miguel|CO|81435|
ALPINE WELLNESS LLC|ALPINE WELLNESS|403R-00763|Retail Marijuana Cultivation Facility|Approved|557 Woodstock Road|Norwood CO  81423|Norwood|San Miguel|CO|81423|
ALTERNATIVE HOLISTIC HEALING LLC|ROCKY MOUNTAIN ORGANICS|402R-00151|Retail Marijuana Store|Approved|5312 Highway 119, Unit B|Black Hawk CO  80422|Black Hawk|Gilpin|CO|80422|
ALTERNATIVE HOLISTIC HEALING LLC|ROCKY MOUNTAIN ORGANICS|403R-00200|Retail Marijuana Cultivation Facility|Approved|5312 Highway 119, Unit B|Black Hawk CO  80422|Black Hawk|Gilpin|CO|80422|
ALTERNATIVE HOLISTIC HEALING LLC|ROCKY MOUNTAIN ORGANICS |402R-00450|Retail Marijuana Store|Approved|161 Gregory Street|Central City CO  80427|Central City|Gilpin|CO|80427|
ALTERNATIVE MEDICAL REMEDIES LLC|ALTERNATIVE MEDICAL REMEDIES|402-00091|Center - Type 1|Approved|1450 L Street|Penrose CO  81240|Penrose|Fremont|CO|81240|
ALTERNATIVE MEDICAL REMEDIES LLC|ALTERNATIVE MEDICAL REMEDIES|403-00134|Optional Premises|Approved|1450 L Street|Penrose CO  81240|Penrose|Fremont|CO|81240|
ALTERNATIVE MEDICINE ON CAPITOL HILL LLC ||402-00002|Center - Type 1|Approved|1301 Marion Street|Denver CO  80218|Denver|Denver|CO|80218|
ALTERNATIVE MEDICINE ON CAPITOL HILL LLC||403-00003|Optional Premises|Approved|211 North Wyandot Street|Denver CO  80223|Denver|Denver|CO|80223|
ALTERNATIVE MEDICINE ON CAPITOL HILL LLC||403-00023|Optional Premises|Approved|231 North Wyandot Street|Denver CO  80223|Denver|Denver|CO|80223|
ALTERNATIVE MEDICINE ON CAPITOL HILL LLC||402R-00013|Retail Marijuana Store|Approved|1301 Marion Street|Denver CO  80218|Denver|Denver|CO|80218|
ALTERNATIVE MEDICINE ON CAPITOL HILL LLC||403R-00014|Retail Marijuana Cultivation Facility|Approved|231 North Wyandot Street|Denver CO  80223|Denver|Denver|CO|80223|
ALTERNATIVE MEDICINE ON CAPITOL HILL LLC||403R-00015|Retail Marijuana Cultivation Facility|Approved|211 North Wyandot Street|Denver CO  80223|Denver|Denver|CO|80223|
ALTERNATIVE MEDICINE ON THE MALL LLC|NATIVE ROOTS APOTHECARY|402R-00027|Retail Marijuana Store|Approved|910 16th Street, Suite 805|Denver CO  80202|Denver|Denver|CO|80202|
ALTERNATIVE MEDICINE ON THE MALL LLC|NATIVE ROOTS APOTHECARY|403-01643|Optional Premises|Approved|4990 North Dahlia Street |Denver CO  80216|Denver|Denver|CO|80216|
ALTERNATIVE MEDICINE ON THE MALL LLC|NATIVE ROOTS APOTHECARY|402-00913|Center - Type 1|Approved|910 16th Street, Suite 805|Denver CO  80202|Denver|Denver|CO|80202|
ALTITUDE WELLNESS CENTER LLC|NATURES HERBS AND WELLNESS DTC|403-00324|Optional Premises|Approved|1930 East 40th Avenue|Denver CO  80205|Denver|Denver|CO|80205|
ALTITUDE WELLNESS CENTER LLC|NATURES HERBS AND WELLNESS DTC|402-00898|Center - Type 2|Approved|3435 South Yosemite Street, Suite 200|Denver CO  80231|Denver|Denver|CO|80231|
ALTITUDE WELLNESS CENTER LLC|NATURE'S HERBS AND WELLNESS DTC|402R-00130|Retail Marijuana Store|Approved|3435 South Yosemite Street, Suite 200|Denver CO  80231|Denver|Denver|CO|80231|
ALTITUDE WELLNESS CENTER LLC|NATURE'S HERBS & WELLNESS DTC|403R-00171|Retail Marijuana Cultivation Facility|Approved|1930 East 40th Avenue|Denver CO  80205|Denver|Denver|CO|80205|
ALTITUDE WELLNESS CENTER LLC|NATURES HERBS AND WELLNESS DTC|403-01738|Optional Premises|Approved|1131 South Bannock Street|Denver CO  80223|Denver|Denver|CO|80223|
ALTITUDE WELLNESS CENTER LLC|NATURES HERBS & WELLNESS DTC|403R-00945|Retail Marijuana Cultivation Facility|Approved|1131 South Bannock Street|Denver CO  80223|Denver|Denver|CO|80223|
AMERICAN INDUSTRY LLC|DENVER CLONE STORE|402-00494|Center - Type 1|Approved|755 South Federal Boulevard, Suite 5|Denver CO  80219|Denver|Denver|CO|80219|
AMERICAN INDUSTRY LLC|DENVER CLONE STORE|402R-00344|Retail Marijuana Store|Approved|755 South Federal Boulevard, Unit 5|Denver CO  80219|Denver|Denver|CO|80219|
AMERICAN WHOLESALE LLC|PALMER LAKE WELLNESS CENTER|402-00444|Center - Type 1|Approved|855 Highway 105|Palmer Lake CO  80133|Palmer Lake|El Paso|CO|80133|
